OBJECTID,GEOID10,GEOID20,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,CSA,CSA_Name,CBSA,CBSA_Name,Ac_Total,Ac_Water,Ac_Land,Ac_Unpr,TotPop,CountHU,HH,Workers,D2B_E8MIXA,D2A_EPHHM,D3B,D4A,D2A_Ranked,D2B_Ranked,D3B_Ranked,D4A_Ranked,NatWalkInd,Shape_Length,Shape_Area
"31471","060371872002","060371872002","06","037","187200","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",136.4014239,2.013865,134.3875589,131.4561942006,"1545","437","423","705",0.450361469650918,0.667704949176879,120.687362228737,961.58,15,7,16,13,13.3333333333333,3796.74053782498,552006.896907035
"31472","060371873001","060371873001","06","037","187300","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",175.0468755,0,175.0468755,175.0468755,"1828","804","769","966",0.823483656975834,0.739955171079685,91.4443057282676,101.93,17,19,13,20,17,6101.64108600665,708405.684487529
"31473","060371873002","060371873002","06","037","187300","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",113.7744769,0,113.7744769,113.7744769,"1651","790","741","963",0.698772545336376,0.439388144784129,101.297938817419,447.93,8,15,14,16,13.8333333333333,3432.79022570085,460437.445841702
"31477","060375437024","060375437024","06","037","543702","4","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",67.2574077,0,67.2574077,67.25741,"1534","390","390","706",0.46445009970513,0.56078594749544,133.267104792087,460,12,7,17,16,14.1666666666667,2748.49121550127,272187.095508918
"31478","060375437025","060375437025","06","037","543702","5","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",52.2520131,0,52.2520131,52.25201,"932","219","219","500",0.663776767789002,0.797214363528724,200.100998596741,449.28,19,14,19,16,17.1666666666667,2343.030615263,211460.781351289
"31479","060375437031","060375437031","06","037","543703","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",256.1572034,0,256.1572034,256.1572034,"3326","952","915","1819",0.667868818855992,0.678843179484258,112.470934323138,761.76,16,14,15,14,14.6666666666667,4138.85166862471,1036655.79387151
"31480","060372043002","060372043002","06","037","204300","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",46.1941095,0,46.1941095,46.19411,"1742","449","407","606",0.112430022205671,0.253137860786699,207.915686739237,598.14,4,2,19,15,12.3333333333333,1738.18911952743,186943.951456044
"31481","060372043003","060372043003","06","037","204300","3","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",48.1518828,0,48.1518828,48.1518828,"1068","289","275","344",0.474051021993666,0.497901217902994,137.391927694258,167.64,10,7,17,19,14.8333333333333,1774.78372068113,194867.691022871
"31482","060372043004","060372043004","06","037","204300","4","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",28.2121483,0,28.2121483,28.2121483,"1506","369","342","474",0.0407638656897916,0.541412316504217,204.190050993033,300.41,11,1,19,18,14.3333333333333,1366.98659089378,114173.728848236
"31483","060372044101","060372044101","06","037","204410","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",48.8924415,0,48.8924415,48.89244,"932","242","231","347",0.733808741042586,0.771127574066045,148.400852512141,152.89,18,17,17,20,18.1666666666667,2071.73741815901,197863.279569984
"31484","060372044102","060372044102","06","037","204410","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",24.4658652,0,24.4658652,24.46587,"1377","425","392","528",0.716367250569705,0.456945812067049,226.745302267095,103.27,9,16,20,20,17.5,1815.35051970351,99012.6886941142
"31485","060372046001","060372046001","06","037","204600","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",76.3548884,0,76.3548884,76.35489,"2753","806","774","766",0.721175228121819,0.590153413649254,220.787959399336,154.23,13,16,20,20,18.1666666666667,2676.39901049502,309001.892540581
"31486","060372046002","060372046002","06","037","204600","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",67.574437,4.5214358,63.0530012,47.49914,"1368","406","406","685",0.235945975086067,0.695093892113312,287.686861129142,195.8,16,3,20,19,16.1666666666667,2460.05053988832,273472.093312753
"31513","060372093002","060372093002","06","037","209300","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",38.2671415,0,38.2671415,35.51513,"2520","1322","1150","819",0.710577726282115,0.449709162195348,94.8113670836898,142.16,9,16,14,20,15.5,1687.28036507857,154865.672885145
"31514","060372094022","060372094022","06","037","209402","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",17.3061427,0,17.3061427,17.3061427,"1913","620","569","389",0.727590027745195,0.563254490731981,234.238216468653,162.28,12,17,20,19,17.8333333333333,1101.95619944959,70036.124537216
"31515","060372095102","060372095102","06","037","209510","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",23.1760032,0,23.1760032,23.1760032,"1857","694","643","555",0.541031961524086,0.485801182017346,211.750057059019,320.53,10,10,19,17,15.3333333333333,1320.80661287515,93792.2482045637
"31516","060372095201","060372095201","06","037","209520","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",34.6733191,0,34.6733191,34.6733191,"1870","731","670","554",0.473933595283576,0.683038536170949,239.990869521343,97.9,16,7,20,20,17.1666666666667,1505.82663739677,140320.946326993
"31517","060372098102","060372098102","06","037","209810","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",17.4072066,0,17.4072066,17.4072066,"1296","365","365","421",0.558985645510003,0.690753930205458,330.970966932742,214.58,16,10,20,19,17.3333333333333,1149.5589162464,70446.2375371138
"31518","060372098201","060372098201","06","037","209820","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",22.2990453,0,22.2990453,22.2990453,"2194","498","498","538",0.327050744733304,0.239351635456909,200.962863643315,308.46,4,4,19,18,13.6666666666667,1335.30345366424,90242.5509310696
"31519","060372100101","060372100101","06","037","210010","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",30.9851045,0,30.9851045,30.9851045,"1407","466","438","401",0.326238110889591,0.513196666211871,247.922997968266,0,10,4,20,20,15.6666666666667,1416.0149226124,125395.103933732
"31520","060372100102","060372100102","06","037","210010","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",47.0241184,0,47.0241184,47.0241184,"1025","295","279","329",0.199571142386729,0.431405517919896,186.076428388714,0,8,2,19,20,14.6666666666667,2340.11077115821,190303.756704514
"31521","060375438011","060375438011","06","037","543801","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",426.0599511,10.2662637,415.7936874,415.79369,"2694","889","863","1549",0.294075890984714,0.207260883448336,125.242113043201,976.34,3,4,16,13,10.8333333333333,6093.32698357389,1724242.48520473
"31522","060375438022","060375438022","06","037","543802","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",69.9900866,0,69.9900866,69.9900866,"756","195","195","572",0.761055096427835,0.762407100737039,195.14535077029,351.37,18,18,19,17,18,2393.99424006389,283245.420922199
"31523","060375438023","060375438023","06","037","543802","3","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",78.335642,0,78.335642,78.335642,"1804","495","453","974",0.603778306173683,0.429280959462255,144.387914762989,244.08,8,12,17,18,15,2397.19281197092,317020.544126786
"31524","060375438024","060375438024","06","037","543802","4","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",102.9559447,0,102.9559447,102.9559447,"1691","746","746","1169",0.631575986339818,0.598527978804761,167.900941032305,287,13,13,18,18,16.3333333333333,3295.09370246191,416656.417704238
"31526","060372011102","060372011102","06","037","201110","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",103.5297109,0,103.5297109,103.5297109,"815","305","265","499",0.601056243038623,0.518586797981502,59.7780090970968,638.37,11,12,10,14,11.8333333333333,3200.91918366733,418978.659102818
"31527","060372011201","060372011201","06","037","201120","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",50.4859894,0,50.4859894,50.4859894,"1594","592","534","804",0.409986278234025,0.265138355433253,122.584504603172,291.02,4,6,16,18,13,2823.79380088668,204311.694162444
"31528","060372011202","060372011202","06","037","201120","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",95.632642,0,95.632642,95.632642,"1650","512","492","547",0.411401612445582,0.158907991660179,80.3407690022827,439.89,2,6,12,16,10.6666666666667,3329.14438828492,387019.70696869
"31529","060372011203","060372011203","06","037","201120","3","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",49.6260814,0,49.6260814,49.6260814,"791","287","287","386",0.540703253941482,0.613622175545323,111.825069468411,438.55,14,9,15,16,14.1666666666667,2069.29195992198,200833.734105234
"31530","060372012001","060372012001","06","037","201200","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",108.938977,0,108.938977,108.938977,"2720","775","749","1114",0.738387722228456,0.518170358852731,148.856914637632,360.76,11,17,17,17,16,3174.93181970834,440868.894655618
"31531","060372013011","060372013011","06","037","201301","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",102.0871411,0,102.0871411,102.0871411,"1293","475","455","622",0.711679202834963,0.331861737660161,108.694590527621,490.85,6,16,15,16,14,3436.81819439063,413139.776251016
"31532","060372086101","060372086101","06","037","208610","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",53.3572914,0,53.3572914,53.3572914,"1651","587","537","802",0.303488835423245,0.502813031021351,275.92405112228,273.59,10,4,20,18,15,1872.17455366678,215933.620556899
"31533","060371374023","060371374023","06","037","137402","3","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",155.7468829,0,155.7468829,153.74481,"1070","591","500","728",0.729592072231292,0.396932003772244,98.6626487405611,274.93,7,17,14,18,14.6666666666667,5519.67247503785,630299.168320989
"31552","060375517005","060375517005","06","037","551700","5","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",39.2733327,0,39.2733327,39.2733327,"620","155","155","358",0.714026758658859,0.644956202778294,201.028012068861,476.1,15,16,19,16,16.8333333333333,2110.95794532963,158939.98786161
"31553","060375518001","060375518001","06","037","551800","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",107.5038202,6.9400506,100.5637696,95.93121383799,"1944","834","778","1013",0.737532396849651,0.399571871448703,95.506364152841,496.21,7,17,14,15,13.6666666666667,2738.38304492874,435060.597842741
"31554","060375518003","060375518003","06","037","551800","3","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",73.7084474,0,73.7084474,73.7084474,"1863","602","568","539",0.287761785462149,0.488092858352649,107.120422129527,109.97,10,3,15,20,13.8333333333333,2381.36457545923,298294.838872385
"31555","060375518004","060375518004","06","037","551800","4","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",80.6722196,0,80.6722196,80.6722196,"706","195","195","409",0.74488282782601,0.598943485545295,124.331275992312,490.85,13,17,16,16,15.6666666666667,2426.29848632523,326475.139775965
"31575","060372013012","060372013012","06","037","201301","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",111.9476666,0,111.9476666,99.18441,"2776","653","653","850",0.469757311649869,0.558509754111868,156.330190092591,146.18,12,7,18,20,15.8333333333333,4804.90074188829,453046.181248304
"31578","060372047001","060372047001","06","037","204700","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",84.2519573,0,84.2519573,84.25196,"2408","659","624","993",0.736247585049774,0.565453309492935,215.300873490805,301.75,12,17,19,18,17.1666666666667,2520.73954441596,340961.96243465
"31579","060372047002","060372047002","06","037","204700","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",96.6716975,0,96.6716975,87.73359,"1475","271","271","288",0.660111252622144,0.572172797926417,158.954486135924,246.77,12,14,18,18,16.3333333333333,2623.70832248939,391225.138755773
"31580","060372047003","060372047003","06","037","204700","3","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",68.9105067,0,68.9105067,68.9105067,"1793","350","350","506",0.292238762999821,0.274278882006657,145.542972767025,234.7,4,3,17,19,13.1666666666667,2395.04114699782,278875.761685059
"31581","060372048101","060372048101","06","037","204810","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",57.8878699,0,57.8878699,57.8878699,"2456","615","615","585",0.550897492729763,0.42471510988316,140.099817353963,320.53,8,10,17,17,14.3333333333333,2026.72078036456,234270.727215175
"31582","060372048102","060372048102","06","037","204810","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",53.4665096,0,53.4665096,53.4665096,"1173","259","239","432",0.684983931596846,0.848391325870155,223.505893491129,234.7,20,15,20,19,18.8333333333333,2332.58854909243,216376.783660192
"31583","060372048103","060372048103","06","037","204810","3","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",78.8394789,0,78.8394789,73.13483,"1833","409","394","564",0.748500125946932,0.551091327974725,181.342649640471,418.43,12,17,19,16,16.5,2484.88523945009,319057.867266272
"31584","060372048201","060372048201","06","037","204820","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",30.73924,0,30.73924,30.73924,"740","232","193","370",0.252626154179465,0.440273074980593,201.290597945818,363.44,8,3,19,17,13.8333333333333,1551.20310934335,124398.837669514
"31594","060372048202","060372048202","06","037","204820","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",48.3683424,0,48.3683424,48.3683424,"1406","325","309","503",0.688343455552497,0.436008531170093,114.679968855001,126.07,8,15,15,20,15.5,1988.84442990119,195742.429920015
"31604","060375516001","060375516001","06","037","551600","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",225.5743777,0,225.5743777,225.57438,"31","0","0","151",0.851790287495509,0.83566081515195,97.4408539840117,599.48,19,20,14,15,16.1666666666667,4813.69909184491,912887.439042387
"31605","060375517001","060375517001","06","037","551700","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",131.7917734,0,131.7917734,131.7917734,"2042","597","597","943",0.852036165339206,0.606024396619599,80.9665104635431,378.2,13,20,13,17,15.5,3045.88816268363,533353.513491127
"31606","060372100103","060372100103","06","037","210010","3","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",23.0482525,0,23.0482525,23.0482525,"1280","526","526","499",0.462260186350607,0.429229895321943,203.677046665468,234.7,8,7,19,19,15.1666666666667,1367.25771305759,93275.4528236564
"31607","060372110001","060372110001","06","037","211000","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",85.0587388,0,85.0587388,85.0587388,"728","323","263","383",0.734265552540451,0.892063272668481,97.8448554189002,464.03,20,17,14,16,16.1666666666667,2448.81149662625,344228.065550165
"31608","060372110002","060372110002","06","037","211000","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",95.7539681,0,95.7539681,95.7539681,"708","239","207","324",0.629562987892644,0.719002335394324,100.276993116069,245.42,17,13,14,18,15.6666666666667,3132.0563538608,387510.868127749
"31609","060372110003","060372110003","06","037","211000","3","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",182.8379385,0,182.8379385,182.8379385,"874","320","281","351",0.659524941524211,0.637981545917854,46.6809026070921,233.35,14,14,9,19,14,4139.79249359054,739936.471788586
"31610","060372110004","060372110004","06","037","211000","4","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",143.0674406,0,143.0674406,143.0674406,"428","150","111","310",0.354478428991215,0.422939300560451,77.5511182241699,473.42,8,5,12,16,11.5,3280.72376984955,578988.61721638
"31611","060372110006","060372110006","06","037","211000","6","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",70.0743477,0,70.0743477,70.0743477,"1443","751","643","438",0.815240196131724,0.835275253300175,140.056958389639,248.11,19,19,17,18,18,2518.32351305022,283588.482811611
"31612","060372111201","060372111201","06","037","211120","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",19.7761543,0,19.7761543,19.7761543,"1245","598","548","599",0.175204652519157,0.364406960944255,204.982219419678,0,6,2,19,20,14.3333333333333,1122.03139636789,80032.3450091945
"31613","060372111202","060372111202","06","037","211120","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",104.8289627,0,104.8289627,90.98026,"2860","1541","1322","1044",0.497216663827364,0.45086349073332,166.921808146443,93.88,9,8,18,20,15.5,3374.43117179558,424236.798287614
"31614","060375517002","060375517002","06","037","551700","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",68.3525549,0,68.3525549,68.3525549,"1453","408","384","621",0.264817886989234,0.588331670299359,140.49511410436,160.93,13,3,17,19,14.6666666666667,2337.0612807741,276619.384351251
"31639","060372013021","060372013021","06","037","201302","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",99.6564184,0,99.6564184,99.6564184,"969","379","379","476",0.253905951137345,0.407589295246688,55.6728817779789,215.92,7,3,10,19,11.3333333333333,3800.55882496981,403304.192211206
"31640","060372013022","060372013022","06","037","201302","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",30.9472982,0,30.9472982,30.9472982,"1012","461","451","448",0.479573958513622,0.155612842723343,103.442955805428,917.33,2,8,14,13,10.6666666666667,1453.04698784037,125241.152015481
"31643","060372115002","060372115002","06","037","211500","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",67.4933882,0,67.4933882,67.4933882,"2188","1062","934","1028",0.726678973486128,0.211250738633415,158.081262247255,274.93,3,16,18,18,15.1666666666667,2109.62704650253,273143.354854628
"31645","060372113102","060372113102","06","037","211310","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",20.4403591,0,20.4403591,20.4403591,"2380","795","687","824",0.72102366168939,0.279403475540518,156.584333197943,213.24,4,16,18,19,15.6666666666667,1172.44294272701,82720.8954604149
"31646","060372113201","060372113201","06","037","211320","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",23.2182573,0,23.2182573,23.2182573,"1202","420","420","488",0.663008939383018,0.671782961679269,73.5145613189496,126.07,15,14,12,20,15.5,1279.50443441307,93963.2490325605
"31647","060372114102","060372114102","06","037","211410","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",22.2943504,0,22.2943504,22.2943504,"799","326","326","288",0.761197345337547,0.38350131961761,76.561100430179,388.92,7,18,12,17,13.8333333333333,1849.37273749819,90224.8321115533
"31648","060372114201","060372114201","06","037","211420","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",46.7846785,0,46.7846785,46.7846785,"2117","955","878","1043",0.680543609876411,0.401630415504923,141.393298235447,0,7,15,17,20,16,2088.00414532316,189334.643433563
"31649","060372114202","060372114202","06","037","211420","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",47.378954,0,47.378954,47.378954,"1335","482","442","501",0.775041539375026,0.663463147871408,130.596382520391,372.83,15,18,16,17,16.5,2103.28728186689,191739.918131243
"31650","060372115001","060372115001","06","037","211500","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",52.8749522,0,52.8749522,52.8749522,"1015","493","431","458",0.825657473200984,0.620255767366485,121.052402577869,281.64,14,19,16,18,16.8333333333333,1912.5620522091,213982.542777687
"31651","060372115003","060372115003","06","037","211500","3","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",104.2547023,0,104.2547023,102.57908,"846","361","272","457",0.686754876043066,0.538421822223351,87.9998676088493,496.21,11,15,13,15,13.6666666666667,2787.95120876312,421912.303093385
"31652","060372117013","060372117013","06","037","211701","3","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",40.872811,0,40.872811,40.872811,"748","376","330","346",0.547527006646719,0.59822810620863,255.825810463587,323.21,13,10,20,17,16.1666666666667,1613.12292060408,165408.617059439
"31668","060375519001","060375519001","06","037","551900","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",87.9258401,3.0539089,84.8719312,84.8719312,"972","231","200","520",0.580507171649592,0.445526086166499,72.9268194147089,312.48,8,11,12,18,13.1666666666667,2687.08432719586,355830.727322664
"31669","060375519002","060375519002","06","037","551900","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",33.1988734,0,33.1988734,33.1988734,"489","166","136","279",0.417209722462608,0.176658127567515,134.982893726749,346.01,2,6,17,17,12.6666666666667,1493.52032407435,134354.39488592
"31670","060375519003","060375519003","06","037","551900","3","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",113.3591018,0,113.3591018,108.54998,"1068","304","304","518",0.5436928171906,0.56048769289801,124.240927956964,128.75,12,10,16,20,15.6666666666667,3927.3826736859,458754.892991948
"31671","060375519004","060375519004","06","037","551900","4","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",45.8533586,0,45.8533586,45.85336,"975","252","252","450",0.56812030432359,0.637010772469529,158.222651982575,513.65,14,10,18,15,15,2111.03710279952,185565.447641617
"31672","060375519005","060375519005","06","037","551900","5","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",57.9805324,0,57.9805324,57.9805324,"882","253","253","315",-0,0.281586605676022,69.926919125703,193.12,4,1,11,19,10.8333333333333,2899.93941169406,234644.438010349
"31673","060375519006","060375519006","06","037","551900","6","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",49.2833537,3.760862,45.5224917,45.5224917,"813","305","305","425",0.383483051195466,0.563525400664986,164.068347778951,360.76,12,5,18,17,14.5,3251.56388453448,199448.167947914
"31674","060375521001","060375521001","06","037","552100","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",69.6295677,0,69.6295677,69.6295677,"1144","296","296","568",0.164428473779363,0.476512963869092,113.404696608507,346.01,9,2,15,17,12.5,2265.93678456952,281788.754659541
"31679","060372013023","060372013023","06","037","201302","3","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",37.4148936,0,37.4148936,36.630694967407,"451","170","142","227",0.431820614746107,0.240299417819692,114.076497066398,455.98,4,6,15,16,12,2552.66707671149,151415.290486057
"31703","060372013024","060372013024","06","037","201302","4","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",77.0373786,0,77.0373786,75.33537,"1855","944","918","802",0.606395170364425,0.0936489445038817,27.7060310045389,918.67,1,12,7,13,8.83333333333333,2426.43147365761,311765.70512002
"31710","060375503001","060375503001","06","037","550300","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",73.423294,0,73.423294,73.423294,"1112","292","240","586",0.468546354076522,0.125467851870438,69.7500714146658,655.81,2,7,11,14,9.83333333333333,3798.4801582311,297139.824808379
"31720","060375504001","060375504001","06","037","550400","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",203.637581,2.1875763,201.4500047,185.18521,"1282","390","376","826",0.409778531331583,0.590640812471677,122.888257247085,508.28,13,6,16,15,13.5,4488.63657255121,824108.104895754
"31723","060375503002","060375503002","06","037","550300","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",99.5778406,0,99.5778406,95.54742,"1383","364","347","602",0.691194269408822,0.863288689289971,145.741662126383,521.7,20,15,17,15,16.5,2897.71994947233,402986.620307785
"31724","060375503003","060375503003","06","037","550300","3","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",43.7789541,0,43.7789541,43.77895,"954","258","258","402",0.312222460625854,0.334620534955821,112.097698560597,470.73,6,4,15,16,12,1687.11244892439,177169.161996302
"31725","060375503004","060375503004","06","037","550300","4","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",164.3546114,6.293637,158.0609744,158.06097,"1091","411","368","518",0.763681449814707,0.746043052070392,82.3580902839227,321.87,17,18,13,17,15.8333333333333,3486.37686321373,665134.216611172
"31726","060375503005","060375503005","06","037","550300","5","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",85.1153247,0,85.1153247,80.34604,"1599","373","373","380",0.295475322129434,0.618701665218958,183.040128847679,260.18,14,4,19,18,15.3333333333333,2455.87501765121,344457.547702544
"31727","060375503006","060375503006","06","037","550300","6","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",55.7044943,0,55.7044943,55.7044943,"1253","221","221","364",0.647763148464256,0.3310254700032,80.4358796593545,226.65,6,13,12,19,13.5,2312.98107650151,225433.736130732
"31728","060375512022","060375512022","06","037","551202","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",39.970896,0,39.970896,39.970896,"688","180","180","311",0.478848517363676,0.380401044164666,160.180547366264,427.82,7,8,18,16,13.8333333333333,1612.76367813387,161760.469455179
"31729","060375512011","060375512011","06","037","551201","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",79.0826253,0,79.0826253,79.0826253,"1058","332","332","677",0.668876359954824,0.795660964417767,91.7480922323402,533.77,19,14,14,15,15.1666666666667,2267.18010077399,320042.957226909
"31730","060375512012","060375512012","06","037","551201","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",115.808357,0,115.808357,115.808357,"2244","818","801","967",0.816856164805712,0.571339445514777,93.9869995737872,434.52,12,19,14,16,15.1666666666667,2789.16937900011,468669.194910337
"31731","060375512021","060375512021","06","037","551202","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",89.1690002,0,89.1690002,89.1690002,"2256","666","666","781",0.654699444571832,0.449223171323803,90.951787973507,572.66,9,14,13,15,13.1666666666667,2395.33105918645,360861.489250653
"31732","060375512023","060375512023","06","037","551202","3","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",119.1538439,0,119.1538439,117.94471,"2294","661","648","1080",0.786039092096375,0.535304713146062,89.5487686402705,127.41,11,18,13,20,15.8333333333333,2928.26361932737,482209.245596375
"31733","060375512024","060375512024","06","037","551202","4","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",97.9101627,0,97.9101627,97.9101627,"2591","728","694","947",0.634162160842833,0.225938998221256,111.148421163843,801.99,3,13,15,14,12.3333333333333,2966.82133265118,396236.461867029
