GEOID10,NatWalkInd
60375714001,9.66666666666667
60375532003,11.8333333333333
60375532004,13.1666666666667
60375532005,15.6666666666667
60375532006,15.1666666666667
60375533001,16.0
60375533003,16.1666666666667
60375534001,18.5
60375715021,8.0
60375714004,6.33333333333333
60375714005,7.83333333333333
60375717011,12.1666666666667
60375715023,16.5
60375715024,14.5
60375716001,8.16666666666667
60375717012,16.0
60372220011,13.1666666666667
60375717013,13.3333333333333
60377026002,12.3333333333333
60377030021,13.6666666666667
60377030023,14.5
60377024003,18.8333333333333
60377032001,11.6666666666667
60377032002,10.3333333333333
60377032003,12.1666666666667
60377032004,12.5
60377032006,13.8333333333333
60377024004,14.6666666666667
60375319011,13.3333333333333
60374301011,16.5
60374301012,17.6666666666667
60374301014,18.5
60374301021,13.5
60374301022,13.5
60374301023,13.8333333333333
60372198001,17.6666666666667
60372217101,14.5
60377022011,15.3333333333333
60377022015,16.0
60374303022,9.83333333333333
60374303023,10.8333333333333
60374304001,8.83333333333333
60374304002,11.0
60374304003,18.6666666666667
60374305011,5.5
60374305012,11.5
60374305013,8.66666666666667
60377031001,14.6666666666667
60377031002,11.3333333333333
60377031003,13.6666666666667
60377031004,12.6666666666667
60374305014,5.5
60374305022,15.0
60374305023,14.8333333333333
60374305024,14.1666666666667
60374305026,13.3333333333333
60374306002,14.1666666666667
60374306004,10.8333333333333
60377018021,15.0
60377018012,11.0
60377018013,18.3333333333333
60377018014,17.1666666666667
60377018015,17.6666666666667
60377018023,17.5
60377018024,17.3333333333333
60374307242,16.0
60374307011,11.0
60374307012,13.0
60374307013,12.3333333333333
60374307014,13.5
60374307211,15.8333333333333
60374307213,10.8333333333333
60374307241,11.8333333333333
60374308024,14.8333333333333
60377026005,18.3333333333333
60377026006,16.0
60374308012,15.1666666666667
60374308013,16.3333333333333
60374308022,12.0
60374308023,11.6666666666667
60374308031,12.3333333333333
60372220023,15.6666666666667
60374308033,13.0
60372220021,16.0
60372220022,16.3333333333333
60372327003,11.0
60372247002,16.8333333333333
60372260011,19.3333333333333
60374310012,13.5
60372260012,16.0
60372260022,16.3333333333333
60372321203,10.8333333333333
60377010004,13.6666666666667
60377010005,16.0
60376707011,17.5
60376704031,16.0
60374018001,15.8333333333333
60374018002,15.6666666666667
60374018003,10.5
60374019011,9.83333333333333
60374019012,12.0
60374019021,17.3333333333333
60374019022,19.0
60374019024,14.6666666666667
60376704051,15.1666666666667
60376704061,12.5
60374033201,14.8333333333333
60374033202,8.16666666666667
60374033212,16.6666666666667
60374047022,12.6666666666667
60374047023,15.8333333333333
60374047032,9.83333333333333
60374048011,13.0
60374048013,15.5
60374048014,16.0
60374048021,15.3333333333333
60374048022,13.3333333333333
60374049011,12.5
60374049012,11.1666666666667
60374049021,11.1666666666667
60374049031,14.3333333333333
60374065004,15.5
60374066011,11.0
60374066012,10.1666666666667
60374066013,12.1666666666667
60374066021,13.8333333333333
60373118022,13.3333333333333
60373117002,16.1666666666667
60373117003,17.1666666666667
60373117006,10.5
60373118012,14.5
60373118021,14.8333333333333
60373113001,17.3333333333333
60376704071,16.1666666666667
60376704072,15.6666666666667
60376704073,11.0
60376704111,13.3333333333333
60374082112,17.0
60374082113,18.0
60374082121,16.6666666666667
60373200001,5.66666666666667
60373201001,16.0
60373201002,13.5
60373201003,14.6666666666667
60373201004,13.8333333333333
60374021012,11.1666666666667
60374021013,12.8333333333333
60374021021,17.8333333333333
60374021022,13.8333333333333
60374021023,9.33333333333333
60374022001,15.6666666666667
60374022002,13.3333333333333
60374081332,16.5
60374033213,9.0
60374033221,9.16666666666667
60374033222,11.3333333333333
60374049032,11.1666666666667
60374050011,13.5
60374050012,13.3333333333333
60374050022,12.3333333333333
60374051012,14.0
60376704131,12.5
60374081341,13.3333333333333
60374081351,13.0
60374081352,10.5
60374082021,11.6666666666667
60374066022,15.6666666666667
60374068001,12.1666666666667
60374068002,15.0
60374068003,10.5
60376704132,12.5
60374033231,9.5
60374033232,11.8333333333333
60376707012,13.1666666666667
60376707013,15.0
60376707014,15.0
60374033242,12.5
60374033243,12.1666666666667
60374033244,6.33333333333333
60374033251,10.6666666666667
60374051021,18.1666666666667
60374051022,15.1666666666667
60374052011,14.5
60374052012,13.3333333333333
60374052013,18.5
60374052021,18.3333333333333
60374052022,12.0
60374052031,17.3333333333333
60373109001,17.1666666666667
60373114002,14.6666666666667
60373115001,13.6666666666667
60373115002,12.8333333333333
60373115003,15.8333333333333
60373116001,15.1666666666667
60373116002,14.5
60376707023,10.0
60377002005,15.1666666666667
60374003041,12.1666666666667
60374003042,15.6666666666667
60374003043,6.83333333333333
60374024021,14.0
60374024023,12.8333333333333
60374024031,13.1666666666667
60374034051,10.5
60374034061,14.5
60374034071,5.66666666666667
60374034072,9.16666666666667
60374056002,11.5
60374056005,15.6666666666667
60373109002,15.5
60373109004,19.1666666666667
60373109006,14.1666666666667
60373110001,12.5
60373110004,16.6666666666667
60373111001,15.5
60373111002,12.1666666666667
60373111003,13.6666666666667
60373112001,15.3333333333333
60377025013,13.5
60373113002,14.5
60373113003,17.1666666666667
60376214001,16.6666666666667
60376214002,12.6666666666667
60376214003,13.6666666666667
60376214004,14.0
60376500012,16.3333333333333
60376500014,14.6666666666667
60374013111,12.6666666666667
60374013112,16.6666666666667
60374033121,8.16666666666667
60374033122,11.0
60374033123,5.0
60374043011,15.5
60374061022,16.3333333333333
60374061023,17.3333333333333
60374062001,16.1666666666667
60374062002,16.1666666666667
60377022022,17.0
60377022023,14.1666666666667
60377022024,13.6666666666667
60377022025,14.8333333333333
60377023001,17.0
60377023002,15.8333333333333
60377023004,15.6666666666667
60377023005,12.3333333333333
60377024001,16.6666666666667
60377024002,17.3333333333333
60374013113,16.6666666666667
60374015001,14.3333333333333
60374015002,13.6666666666667
60374015003,16.8333333333333
60374016013,17.3333333333333
60377031005,16.0
60377031006,12.8333333333333
60374033161,10.6666666666667
60374033162,11.0
60374033163,10.6666666666667
60374033171,5.5
60374033181,5.83333333333333
60374043013,17.6666666666667
60374043014,14.1666666666667
60374043021,11.1666666666667
60374044011,17.8333333333333
60374044012,14.3333333333333
60374044013,10.6666666666667
60374044021,7.0
60374063001,11.1666666666667
60374063002,15.6666666666667
60374064023,9.66666666666667
60374064111,10.5
60374002061,12.0
60374002062,13.1666666666667
60374003021,14.1666666666667
60374016021,17.3333333333333
60374016022,16.0
60374016023,15.5
60377023003,15.1666666666667
60377024005,19.1666666666667
60377025011,17.0
60374047014,13.8333333333333
60377025014,9.83333333333333
60377025015,18.1666666666667
60374017011,15.5
60374017012,12.8333333333333
60374017032,12.5
60374017041,14.8333333333333
60374017043,13.5
60374033183,16.8333333333333
60377027001,14.3333333333333
60374033184,12.3333333333333
60374033191,14.5
60374033192,12.5
60374044022,12.1666666666667
60374044023,8.33333333333333
60374044024,13.5
60374045011,13.8333333333333
60374046001,14.0
60377027002,17.8333333333333
60377028012,15.8333333333333
60377028013,18.5
60377028021,13.1666666666667
60377028031,19.3333333333333
60377028032,18.8333333333333
60374047012,9.33333333333333
60374047013,10.6666666666667
60374065003,14.8333333333333
60374047021,9.66666666666667
60374064121,13.6666666666667
60374064122,14.3333333333333
60374065001,12.5
60374065002,13.8333333333333
60377017022,17.5
60377016022,18.3333333333333
60377016023,15.0
60377017011,16.8333333333333
60377017012,18.0
60377017013,15.3333333333333
60377017023,18.3333333333333
60377018011,16.5
60377025021,8.16666666666667
60377025022,12.3333333333333
60377026001,9.83333333333333
60371977001,12.3333333333333
60372114101,16.6666666666667
60377009012,16.5
60371998002,12.0
60374022003,7.33333333333333
60374085031,12.6666666666667
60374085032,13.3333333333333
60374086231,17.8333333333333
60374086241,16.3333333333333
60374086242,13.8333333333333
60374086251,10.6666666666667
60374086252,11.6666666666667
60376707021,10.1666666666667
60376707022,5.5
60374023011,13.3333333333333
60374023012,12.5
60374033233,15.0
60374033252,17.6666666666667
60374034011,15.3333333333333
60374034012,13.5
60374034013,12.8333333333333
60374034021,15.8333333333333
60374034022,13.3333333333333
60373107012,18.3333333333333
60373107021,17.8333333333333
60373107022,16.8333333333333
60373107031,14.3333333333333
60373107032,16.6666666666667
60374034033,10.1666666666667
60374034041,13.1666666666667
60374034042,12.6666666666667
60374054001,11.6666666666667
60374054002,17.0
60374054003,14.8333333333333
60374054004,13.0
60374055002,12.0
60374055003,12.5
60374055004,13.6666666666667
60374055005,13.1666666666667
60373108001,16.6666666666667
60373108002,16.5
60373108003,16.5
60373108004,14.8333333333333
60373108005,12.3333333333333
60374004021,11.5
60374004022,15.5
60374006021,11.6666666666667
60374006022,17.5
60374006023,15.8333333333333
60374034081,10.8333333333333
60374034082,11.0
60374034084,7.83333333333333
60374036001,14.3333333333333
60373107011,13.6666666666667
60373203001,17.1666666666667
60373203002,18.0
60373203004,19.0
60374006032,12.6666666666667
60374006041,13.3333333333333
60374008001,15.6666666666667
60374009001,12.0
60374009002,18.0
60374009003,14.5
60374010011,11.6666666666667
60374010012,11.8333333333333
60374010013,11.8333333333333
60374024032,13.3333333333333
60374024041,10.6666666666667
60374025011,16.5
60374025022,11.6666666666667
60374026001,12.3333333333333
60374026003,15.5
60374026004,13.3333333333333
60374026005,13.1666666666667
60374027021,14.1666666666667
60374036003,5.83333333333333
60377003001,12.6666666666667
60376503002,16.3333333333333
60376503003,14.8333333333333
60376503005,17.0
60376512222,16.6666666666667
60376513026,13.1666666666667
60374079001,15.0
60374079002,11.3333333333333
60375355011,17.1666666666667
60374812013,18.1666666666667
60375402011,18.3333333333333
60375402012,14.6666666666667
60375335032,11.8333333333333
60375334021,14.1666666666667
60375418013,11.0
60376700031,17.6666666666667
60374084011,16.5
60374084012,14.8333333333333
60376700011,16.0
60376700012,18.8333333333333
60376700022,15.6666666666667
60377015022,18.5
60376700032,16.5
60376700033,15.0
60376700034,14.3333333333333
60376701001,16.6666666666667
60377009011,19.1666666666667
60377009014,16.6666666666667
60377009021,16.3333333333333
60377009022,16.5
60377009023,18.1666666666667
60377009024,17.3333333333333
60377010002,17.3333333333333
60377013022,15.6666666666667
60377015011,18.1666666666667
60377015013,15.8333333333333
60377015021,17.8333333333333
60377016011,13.8333333333333
60377016012,15.8333333333333
60377016013,17.8333333333333
60377016021,18.3333333333333
60374070021,14.1666666666667
60374070022,9.5
60374071011,15.1666666666667
60374071012,12.3333333333333
60374071014,14.1666666666667
60374071022,12.0
60374086271,10.6666666666667
60374086272,12.1666666666667
60374086281,9.33333333333333
60374086282,6.83333333333333
60374086283,17.8333333333333
60374086291,10.1666666666667
60374074001,14.1666666666667
60374076011,14.1666666666667
60374075022,12.0
60374076022,11.0
60374086292,11.5
60374087031,5.83333333333333
60374087041,14.1666666666667
60379200341,6.83333333333333
60372044202,16.6666666666667
60371894002,15.1666666666667
60371193201,13.5
60371134223,13.3333333333333
60371232033,13.8333333333333
60372016023,15.1666666666667
60371112021,14.8333333333333
60372189002,15.6666666666667
60379203141,5.5
60374077012,11.0
60372315003,15.1666666666667
60372283102,16.1666666666667
60372731001,16.0
60375316022,12.3333333333333
60372362021,15.0
60372222001,15.0
60372711001,17.0
60374827011,18.3333333333333
60374048031,18.3333333333333
60374801013,11.8333333333333
60374801012,18.3333333333333
60374321025,14.8333333333333
60372243102,17.8333333333333
60374023034,13.8333333333333
60374302001,13.1666666666667
60374024052,11.0
60375305002,15.0
60372675013,16.0
60374024022,11.5
60372134011,11.8333333333333
60374024061,15.6666666666667
60372037102,13.6666666666667
60374028013,15.3333333333333
60372691001,15.5
60372089032,18.5
60372623033,7.66666666666667
60372162004,16.6666666666667
60372654101,13.3333333333333
60379201061,5.83333333333333
60372086102,15.1666666666667
60372117012,14.0
60374056003,10.0
60377010001,16.1666666666667
60371976002,15.0
60372113101,13.3333333333333
60379108041,7.16666666666667
60379012051,5.16666666666667
60375766012,7.83333333333333
60372949002,17.1666666666667
60375765021,9.33333333333333
60375762004,16.5
60371911201,12.6666666666667
60371836101,17.0
60371942002,14.0
60372611021,6.16666666666667
60374320005,17.8333333333333
60372951031,13.8333333333333
60374308021,9.0
60374039013,13.8333333333333
60373017023,13.6666666666667
60374638003,12.8333333333333
60371439022,6.83333333333333
60372972023,14.5
60374023042,15.3333333333333
60371066031,11.0
60371325021,13.3333333333333
60374081331,14.8333333333333
60376513021,18.3333333333333
60376513022,10.6666666666667
60376513023,5.83333333333333
60373103002,12.0
60373104001,17.6666666666667
60373104002,14.0
60374083031,13.0
60371237003,14.6666666666667
60374071023,11.3333333333333
60374072001,13.3333333333333
60374072002,12.5
60374072004,14.8333333333333
60374075011,17.6666666666667
60374073011,11.8333333333333
60374624001,12.6666666666667
60371393032,9.66666666666667
60374609001,13.3333333333333
60373022011,16.8333333333333
60371282102,15.5
60374072005,15.1666666666667
60373007015,11.6666666666667
60373007022,5.66666666666667
60373025053,18.0
60375717042,12.0
60373110003,12.6666666666667
60372017003,15.1666666666667
60371210103,13.3333333333333
60371154011,10.0
60371198005,14.0
60371343051,14.5
60371031022,14.6666666666667
60371093002,15.3333333333333
60379201071,7.66666666666667
60372942003,17.1666666666667
60372941103,14.5
60375750021,12.6666666666667
60376030051,14.6666666666667
60375437021,11.5
60379303012,3.5
60379800031,1.0
60375720023,13.5
60375552113,14.1666666666667
60375031033,11.5
60375532002,13.0
60375407001,14.5
60375517004,12.8333333333333
60375313013,11.8333333333333
60376210045,15.1666666666667
60376211045,17.5
60379102051,6.83333333333333
60379106011,9.33333333333333
60376707024,10.0
60375765023,5.83333333333333
60375758012,14.3333333333333
60372718023,13.6666666666667
60372317102,13.8333333333333
60372283202,12.1666666666667
60375006001,13.6666666666667
60372328001,13.5
60375326032,12.1666666666667
60372289002,17.5
60375335031,8.83333333333333
60377026003,16.6666666666667
60375751012,11.0
60372944212,16.6666666666667
60372944213,15.8333333333333
60372947013,16.8333333333333
60375729002,14.8333333333333
60375740002,6.66666666666667
60375706031,15.0
60374010021,12.6666666666667
60375552022,11.1666666666667
60375714002,10.6666666666667
60376207014,13.3333333333333
60375402024,13.3333333333333
60375413001,16.0
60375526014,13.5
60375034014,15.0
60375356051,13.8333333333333
60376014021,14.6666666666667
60375530001,16.0
60375418021,9.83333333333333
60372911301,10.0
60376020022,10.8333333333333
60372395021,15.3333333333333
60372267004,16.6666666666667
60375303023,11.8333333333333
60372218201,13.8333333333333
60372218102,15.0
60372395013,14.0
60372395023,13.8333333333333
60372760003,14.6666666666667
60372041102,15.6666666666667
60372672002,18.1666666666667
60372181203,14.8333333333333
60372396011,15.0
60372126202,16.3333333333333
60372122042,13.1666666666667
60372971202,16.8333333333333
60371041052,15.1666666666667
60374817142,19.1666666666667
60372118022,16.8333333333333
60374823014,14.5
60375342011,12.1666666666667
60371041081,14.0
60371041243,5.16666666666667
60372766012,16.1666666666667
60376509013,16.1666666666667
60375023011,10.3333333333333
60375436032,16.5
60375509022,13.5
60375520013,12.3333333333333
60376016002,13.3333333333333
60379302002,5.33333333333333
60375001001,6.66666666666667
60375539013,16.6666666666667
60372427001,14.5
60372380004,11.0
60375505006,15.6666666666667
60375348032,13.6666666666667
60375338051,14.1666666666667
60375345011,15.6666666666667
60375024021,6.0
60375338053,18.5
60372732003,17.5
60372322003,14.5
60372282101,16.5
60372267002,17.1666666666667
60372294201,16.5
60375303022,12.3333333333333
60374037222,14.8333333333333
60378003261,7.5
60372611022,6.5
60375421063,15.0
60371909023,14.0
60376213262,13.0
60371953001,11.3333333333333
60374061021,16.3333333333333
60374040002,13.1666666666667
60376018021,15.0
60372430003,16.1666666666667
60375009003,11.8333333333333
60372736004,17.3333333333333
60372292001,16.1666666666667
60374084022,7.33333333333333
60374620012,15.5
60371897012,5.66666666666667
60371831013,14.0
60374620022,11.8333333333333
60371417002,6.5
60374624002,11.1666666666667
60374622012,14.5
60374634004,16.0
60374636011,19.1666666666667
60374636023,17.8333333333333
60371243002,15.3333333333333
60373015023,12.1666666666667
60371954003,15.5
60371959031,15.1666666666667
60371274002,17.1666666666667
60374329022,10.5
60372653031,12.6666666666667
60372128002,10.6666666666667
60371927001,16.0
60375358042,14.0
60372430004,14.6666666666667
60375002011,6.83333333333333
60372772001,14.1666666666667
60375339012,14.0
60372352011,15.1666666666667
60372393101,15.1666666666667
60375033013,15.8333333333333
60372380003,13.1666666666667
60375326061,14.3333333333333
60372348002,12.6666666666667
60377032005,12.0
60375007003,16.3333333333333
60377028022,16.0
60372293003,15.3333333333333
60372319001,15.5
60372973001,17.3333333333333
60372975002,12.0
60372161001,13.8333333333333
60375301014,9.0
60372225003,15.8333333333333
60375316032,13.3333333333333
60374072003,12.5
60374335042,15.3333333333333
60375313023,15.3333333333333
60372095202,16.5
60372671002,18.1666666666667
60372123061,17.6666666666667
60374071013,13.0
60374822023,12.5
60374066023,10.8333333333333
60374822021,17.5
60372119101,13.3333333333333
60372113202,11.8333333333333
60374025021,13.1666666666667
60372172004,16.0
60372140001,17.6666666666667
60371924104,12.6666666666667
60374055001,13.6666666666667
60374811032,17.6666666666667
60374038022,18.1666666666667
60374019023,14.0
60371953003,18.0
60371907002,18.1666666666667
60374004042,9.0
60374004043,10.8333333333333
60374809022,16.6666666666667
60374005011,5.33333333333333
60371897011,13.6666666666667
60371836102,18.0
60374308032,15.0
60374013031,8.66666666666667
60374013041,6.66666666666667
60374013042,7.16666666666667
60374638004,14.0
60371433003,14.0
60371380003,13.0
60374614002,13.5
60373015011,14.3333333333333
60371343041,17.8333333333333
60371393031,14.5
60374613002,16.3333333333333
60374045042,11.6666666666667
60374056004,16.3333333333333
60371283021,17.8333333333333
60374069011,12.3333333333333
60371230202,15.3333333333333
60371316002,14.3333333333333
60371048102,13.5
60372170022,18.0
60375550021,13.1666666666667
60375438013,16.1666666666667
60372170021,17.1666666666667
60375432023,11.8333333333333
60375548012,16.6666666666667
60376041002,11.6666666666667
60376206014,15.5
60375001002,5.5
60372164011,17.0
60372164012,17.0
60372164021,14.3333333333333
60375773004,11.8333333333333
60375768021,8.16666666666667
60375744006,12.1666666666667
60375753003,17.5
60375723023,8.83333333333333
60375024011,12.5
60375718003,16.0
60376026005,14.5
60376207021,13.3333333333333
60375705021,11.6666666666667
60375422002,14.1666666666667
60375542012,12.8333333333333
60375711011,5.5
60375040011,12.5
60376022001,16.0
60375533002,16.1666666666667
60374820022,17.0
60374821011,16.3333333333333
60374821012,16.3333333333333
60374821013,17.0
60374821021,13.1666666666667
60374821022,15.8333333333333
60374822022,12.0
60374640002,13.1666666666667
60374823012,13.3333333333333
60374825221,15.8333333333333
60374825222,12.5
60374826001,14.3333333333333
60374826002,13.5
60374826003,10.5
60374826004,14.3333333333333
60374827012,15.8333333333333
60374808042,14.5
60374809011,14.6666666666667
60374809021,12.8333333333333
60374809031,14.1666666666667
60374810011,16.0
60374810012,14.3333333333333
60374810021,15.3333333333333
60374827013,15.8333333333333
60374827014,17.8333333333333
60374827021,15.5
60374827022,13.6666666666667
60374828001,13.5
60374828003,14.0
60374811034,13.3333333333333
60374810022,14.1666666666667
60374811011,18.1666666666667
60374811021,13.0
60374811022,16.5
60374811033,17.5
60374811035,13.5
60374812011,14.5
60374812012,13.1666666666667
60374812021,11.6666666666667
60374812022,13.1666666666667
60374814021,17.1666666666667
60374812023,15.6666666666667
60374813001,14.8333333333333
60374813002,11.8333333333333
60374814011,17.3333333333333
60374814012,13.0
60374814022,16.0
60374814023,15.5
60374824011,6.0
60374815001,18.6666666666667
60374815004,13.8333333333333
60374823013,12.3333333333333
60374823031,10.1666666666667
60374823033,13.8333333333333
60374823041,15.6666666666667
60374823042,12.5
60374824012,14.3333333333333
60374824013,16.0
60374825022,14.6666666666667
60374824021,13.3333333333333
60374824022,13.5
60374825021,11.8333333333333
60374825032,11.0
60374825212,13.5
60374816041,16.5
60374816042,12.8333333333333
60374817131,16.1666666666667
60374817141,19.1666666666667
60374818001,15.8333333333333
60374818002,12.6666666666667
60374818003,12.5
60374819012,16.0
60374819013,13.5
60374819014,14.6666666666667
60374825211,11.8333333333333
60374825213,11.5
60374819021,15.5
60374820011,15.3333333333333
60374820012,12.6666666666667
60374820021,17.0
60375029012,15.3333333333333
60375029013,10.8333333333333
60375041011,14.1666666666667
60375041012,12.5
60375041013,12.1666666666667
60375323023,15.5
